Id,SalePrice
1461,132410.22100582384
1462,162556.4290611072
1463,174055.66890373928
1464,187514.88803243422
1465,204730.2386889244
1466,174257.59510515744
1467,168552.4789694735
1468,163506.63895418608
1469,191537.60355565394
1470,124329.31227393066
1471,203717.68928086915
1472,90975.04706812985
1473,97103.89318390618
1474,154689.40522134694
1475,128258.09559559377
1476,367581.6841323193
1477,262831.6143454424
1478,304188.74538392865
1479,293212.3013682251
1480,462480.8343574926
1481,308669.9552616684
1482,215204.37948959158
1483,174088.00286044957
1484,164579.0357603975
1485,186816.42241119058
1486,192757.59317771398
1487,355218.29562280426
1488,243126.37043300914
1489,209798.77690359167
1490,207682.67599147838
1491,193712.13150041524
1492,105459.0661141029
1493,191890.26167565942
1494,268631.3331149434
1495,284872.9432327526
1496,223826.8899214581
1497,166819.6607175972
1498,162194.79252379923
1499,162170.73929290986
1500,144982.60212650997
1501,166093.4458095832
1502,149860.34318029162
1503,297964.35708565044
1504,229675.97651546885
1505,216159.965557489
1506,173424.2532691907
1507,246124.71992031514
1508,205727.66770182093
1509,155130.62378177285
1510,141636.16327842485
1511,143663.55142101695
1512,167694.73953299318
1513,149373.40725465995
1514,174478.4016028486
1515,186589.36830478354
1516,178468.93810869998
1517,155818.71012018615
1518,135616.2137401676
1519,216050.45207197516
1520,135619.26645435355
1521,141107.43753764633
1522,179305.87090795848
1523,106608.34720932663
1524,132761.31047662278
1525,124079.07543753901
1526,131806.58336297786
1527,102252.51720447949
1528,126946.38593332891
1529,140771.3808347244
1530,160220.28631091284
1531,119647.61719812147
1532,98745.55206854228
1533,137805.9801107698
1534,112820.11508936192
1535,160372.27767844705
1536,112824.95370333464
1537,91081.4753309146
1538,174425.9309838832
1539,204775.425488337
1540,142222.88622138216
1541,138100.24645307925
1542,136573.73549935574
1543,212328.58216032528
1544,76500.78858649635
1545,110998.57709141861
1546,131392.19706267904
1547,136298.80414497448
1548,133787.1640713835
1549,103207.5410128245
1550,142837.4370630702
1551,128450.253770387
1552,139788.24327736607
1553,141448.82468218222
1554,98496.12831986677
1555,173676.3665349632
1556,100592.566867905
1557,116137.07613011704
1558,108295.93291650385
1559,103578.6487319194
1560,136843.39415258862
1561,145240.5184504861
1562,125705.50532676333
1563,123891.5478314905
1564,159982.41673144503
1565,148711.07252173527
1566,212797.96101461092
1567,89556.5649613208
1568,214664.59922277668
1569,152072.83509166026
1570,147813.29803574787
1571,131044.71252551266
1572,133833.35548551803
1573,270438.8400738833
1574,126382.91073430284
1575,218144.82075689267
1576,217115.3748206024
1577,209194.0042845853
1578,142471.58084714564
1579,150500.968968818
1580,196976.115344427
1581,131248.75282964736
1582,127623.90361279996
1583,341200.8666198065
1584,232720.76640662792
1585,141230.17280374662
1586,73295.61425590557
1587,108873.19732149818
1588,140318.81008267705
1589,111212.49689922918
1590,138842.97645381017
1591,89448.79324364652
1592,113405.31971814757
1593,126493.79304275506
1594,161959.68182062183
1595,120804.55039694019
1596,217805.33746434713
1597,166884.4891649931
1598,216649.92906207198
1599,196962.03146373763
1600,195108.57011741376
1601,70994.42436615605
1602,125113.98967376947
1603,90909.56589215345
1604,275914.6251824769
1605,239379.36839699603
1606,160429.99967012974
1607,176150.39555251357
1608,212271.40862877286
1609,201076.7299342638
1610,149814.77773122053
1611,146329.9715722733
1612,171261.69070323024
1613,157887.86379269182
1614,118392.42362329541
1615,73203.29432094701
1616,66910.2183947475
1617,85059.2848647309
1618,120489.33987593172
1619,129460.27596114525
1620,149099.87169900825
1621,148422.21975429135
1622,139298.3270539106
1623,315803.29322951304
1624,203968.89146896268
1625,144638.3522627765
1626,171218.58674721213
1627,189928.50249704364
1628,270024.51003039925
1629,191481.77303158236
1630,434606.261976218
1631,223954.18809082353
1632,249985.18996057275
1633,175954.78320188582
1634,184750.0231152466
1635,185842.05182868778
1636,163584.70788573654
1637,171130.16040224163
1638,220255.40665898807
1639,174409.27491687294
1640,251998.00980763204
1641,182016.2579918036
1642,215916.02254673297
1643,219891.5040633127
1644,221034.61253493556
1645,174567.82462007762
1646,156391.22929407892
1647,175392.87054079724
1648,124998.69361412377
1649,132564.65382617243
1650,120048.35685934234
1651,110319.12056489463
1652,92544.94180178107
1653,91857.25401807339
1654,160801.60288823134
1655,159451.16570962188
1656,151915.5273511553
1657,160801.60288823134
1658,149174.22710120823
1659,137171.5235405097
1660,151631.84753630692
1661,503849.0030498777
1662,392238.1275931098
1663,406644.7104469227
1664,375546.36476294714
1665,326292.449583086
1666,330575.3161358811
1667,422153.614562775
1668,340248.80947098864
1669,298882.7309485092
1670,363006.7619895344
1671,252254.7977677758
1672,503251.7814137015
1673,306267.43153804087
1674,244791.5464213782
1675,179940.23411690322
1676,175040.2294419672
1677,216827.4242616473
1678,504315.9549462708
1679,390919.05372624693
1680,352505.1823414944
1681,292497.02949856356
1682,301116.9173019551
1683,174409.14501926114
1684,182099.83481397422
1685,178654.41471821428
1686,168460.68029683636
1687,176963.5859317585
1688,192757.59317771398
1689,194422.76916608305
1690,197214.0135193461
1691,184283.5151169983
1692,270294.36783648847
1693,182381.5634146412
1694,184623.19403643397
1695,173305.22729282978
1696,253252.5984223216
1697,171879.11720508352
1698,381935.2014863339
1699,312100.00135444314
1700,243331.80325982787
1701,260457.3292897186
1702,291656.97180581174
1703,263062.7640296979
1704,302896.2349663927
1705,258492.5736943228
1706,471695.78267231263
1707,219532.93787526272
1708,209171.1011179485
1709,285341.75649025023
1710,238768.67466338867
1711,244514.58647405787
1712,272489.2167442317
1713,258252.46095591635
1714,213836.98245004143
1715,203459.58330868377
1716,190579.5933248595
1717,182380.45897753222
1718,136657.99612812945
1719,203150.5607844845
1720,245817.3076576638
1721,180007.86124761973
1722,134578.69148079553
1723,162967.08240399693
1724,220407.69156820892
1725,244990.01548193305
1726,178270.54934679126
1727,160755.98500583708
1728,191113.44827656186
1729,157030.1168797895
1730,171800.44164826552
1731,117890.09542153693
1732,128591.78104625053
1733,125377.56479557192
1734,126832.43725751941
1735,131248.24498353506
1736,114404.99119638333
1737,366213.07231742714
1738,201355.57794004152
1739,261518.65859275885
1740,199963.8107642125
1741,202094.20997318183
1742,166093.4458095832
1743,170519.60838412956
1744,294519.58238870255
1745,194595.0425797673
1746,248117.68533814946
1747,235216.44266867643
1748,212075.20209243003
1749,147771.322096996
1750,142763.11465794736
1751,235708.32403659
1752,121357.18903783604
1753,136326.1777156326
1754,214656.41625284762
1755,169742.19005756764
1756,130911.51700241388
1757,120474.03906552722
1758,147313.77848397155
1759,170864.82517252196
1760,153032.9705574016
1761,154324.12503997327
1762,165312.48472630608
1763,175088.38096364267
1764,110879.9599208408
1765,180180.59311566432
1766,177211.59606718426
1767,216830.80075795104
1768,134514.80218777663
1769,174672.05913372448
1770,142142.25347280854
1771,136582.97299260885
1772,137334.40099753535
1773,129610.66301329923
1774,136876.39756296747
1775,129714.26580188032
1776,134434.85910655843
1777,116754.56288841061
1778,126697.70103127243
1779,121476.09082871341
1780,182114.06960366454
1781,129554.00533689036
1782,91044.6697347195
1783,118228.01155416778
1784,88164.72821808912
1785,125119.5540929161
1786,154862.64128459152
1787,166295.03055085285
1788,57034.89947363556
1789,109449.29014145349
1790,64053.220434401235
1791,189988.81865775454
1792,148544.6245060235
1793,149280.89835751735
1794,141355.6238382406
1795,140213.026804569
1796,132544.22361007918
1797,124916.53146910282
1798,112455.59127032149
1799,109958.72586368227
1800,136062.03261214594
1801,108743.29601517027
1802,145284.96629871536
1803,151000.7941991994
1804,142029.92230763647
1805,135750.2694888311
1806,100520.2890645946
1807,146764.9036167562
1808,124318.90617224686
1809,110138.29518221082
1810,143449.6477261352
1811,112208.18034915217
1812,110338.86824913886
1813,119032.5647015222
1814,84133.58002131771
1815,75130.87055673831
1816,95068.58662605034
1817,128945.0862576889
1818,155278.1510697527
1819,116437.04124525272
1820,74650.42890873604
1821,113334.94115871158
1822,147508.79082605502
1823,54263.99174827767
1824,136510.3508626826
1825,117759.8763888636
1826,101996.18466704924
1827,99359.9596585355
1828,133886.47978296
1829,125260.65062859975
1830,143914.1619021397
1831,171110.32486906226
1832,123362.78713141868
1833,160469.36974709935
1834,119674.71137544516
1835,146264.94716836425
1836,130852.05234932971
1837,91644.59291493453
1838,116817.0675476197
1839,75597.25548850352
1840,159465.84626000622
1841,145540.40102439726
1842,102187.86772408827
1843,151352.31615889815
1844,142706.0725805811
1845,147821.9340631705
1846,159599.9335079015
1847,172814.95571045266
